"parcela","state","Name","location","plotID","sizeplot","year","owner","Alive.parcela","Dead.parcela","NA.height","No.height"
"TAP_A01 P77 50x50 2018","PA","Floresta Nacional do Tapajós","TAP_A01","P77","50x50",2018,"PaiSus","109","23",109,0
"TAP_A03 P60 50x50 2015","PA","Floresta Nacional do Tapajós","TAP_A03","P60","50x50",2015,"PaiSus","98","4",82,16
"TAP_A03 P61 50x50 2015","PA","Floresta Nacional do Tapajós","TAP_A03","P61","50x50",2015,"PaiSus","84","44",2,82
"TAP_A03 P62 50x50 2015","PA","Floresta Nacional do Tapajós","TAP_A03","P62","50x50",2015,"PaiSus","94","51",0,93
"TAP_A03 P69 50x50 2015","PA","Floresta Nacional do Tapajós","TAP_A03","P69","50x50",2015,"PaiSus","109","28",0,109
"TAP_A03 P70 50x50 2015","PA","Floresta Nacional do Tapajós","TAP_A03","P70","50x50",2015,"PaiSus","73","20",10,63
"TAP_A03 P71 50x50 2015","PA","Floresta Nacional do Tapajós","TAP_A03","P71","50x50",2015,"PaiSus","141","8",105,36
"TAP_A03 P72 50x50 2015","PA","Floresta Nacional do Tapajós","TAP_A03","P72","50x50",2015,"PaiSus","157","31",113,41
"TAP_A03 P73 50x50 2015","PA","Floresta Nacional do Tapajós","TAP_A03","P73","50x50",2015,"PaiSus","86","39",4,82
"TAP_A03 P74 50x50 2015","PA","Floresta Nacional do Tapajós","TAP_A03","P74","50x50",2015,"PaiSus","127","14",102,25
"TKX_A01 P01 100x100 2016","AC","TI_Kaxinawa_2016","TKX_A01","P01","100x100",2016,"MarVin","366","0",359,0
"TKX_A01 P02 100x100 2016","AC","TI_Kaxinawa_2016","TKX_A01","P02","100x100",2016,"MarVin","271","0",270,0
"TKX_A01 P03 100x100 2016","AC","TI_Kaxinawa_2016","TKX_A01","P03","100x100",2016,"MarVin","300","0",285,0
"TKX_A01 P04 100x100 2016","AC","TI_Kaxinawa_2016","TKX_A01","P04","100x100",2016,"MarVin","379","0",375,0
"TKX_A01 P05 100x100 2016","AC","TI_Kaxinawa_2016","TKX_A01","P05","100x100",2016,"MarVin","340","0",334,0
"TKX_A01 P06 100x100 2016","AC","TI_Kaxinawa_2016","TKX_A01","P06","100x100",2016,"MarVin","375","0",368,0
"TKX_A01 P07 100x100 2016","AC","TI_Kaxinawa_2016","TKX_A01","P07","100x100",2016,"MarVin","351","0",345,0
"TKX_A01 P08 100x100 2016","AC","TI_Kaxinawa_2016","TKX_A01","P08","100x100",2016,"MarVin","342","0",333,0
"TKX_A01 P09 100x100 2016","AC","TI_Kaxinawa_2016","TKX_A01","P09","100x100",2016,"MarVin","367","0",357,0
"TKX_A01 P10 100x100 2016","AC","TI_Kaxinawa_2016","TKX_A01","P10","100x100",2016,"MarVin","428","0",418,0
"TKX_A01 P11 100x100 2016","AC","TI_Kaxinawa_2016","TKX_A01","P11","100x100",2016,"MarVin","396","0",389,0
"TKX_A01 P12 100x100 2016","AC","TI_Kaxinawa_2016","TKX_A01","P12","100x100",2016,"MarVin","290","0",287,0
